<CHAPTER	NN	<CHAPTER
ID=5>	NNP	<unknown>
Middle	NNP	Middle
East	NNP	East
peace	NN	peace
process	NN	process
(	(	(
continuation	NN	continuation
)	)	)
<SPEAKER	NNP	<SPEAKER
ID=80	NNP	<unknown>
NAME="President">	NNP	<unknown>
The	DT	the
next	JJ	next
item	NN	item
is	VBZ	be
the	DT	the
continuation	NN	continuation
of	IN	of
the	DT	the
Council	NNP	Council
and	CC	and
Commission	NNP	Commission
statements	NNS	statement
on	IN	on
the	DT	the
Middle	NNP	Middle
East	NNP	East
peace	NN	peace
process	NN	process
.	.	.

<SPEAKER	NN	<unknown>
ID=81	NN	<unknown>
NAME="Patten">	NNP	<unknown>
I	PRP	i
am	VBP	be
very	RB	very
grateful	JJ	grateful
to	TO	to
the	DT	the
President	NNP	President
of	IN	of
the	DT	the
Council	NNP	Council
for	IN	for
the	DT	the
statement	NN	statement
this	DT	this
morning	NN	morning
on	IN	on
the	DT	the
Middle	NNP	Middle
East	NNP	East
at	IN	at
the	DT	the
beginning	NN	beginning
of	IN	of
this	DT	this
debate	NN	debate
and	CC	and
for	IN	for
hearing	VBG	hear
some	DT	some
of	IN	of
Minister	NNP	Minister
Gama	NNP	Gama
'	''	'
s	POS	s
insights	NNS	insight
,	,	,
as	IN	as
he	PRP	he
arrived	VBD	arrive
hot-foot	RB	hot-foot
from	IN	from
the	DT	the
region	NN	region
.	.	.

My	PRP$	my
only	JJ	only
regret	NN	regret
is	VBZ	be
that	IN	that
my	PRP$	my
own	JJ	own
commitment	NN	commitment
to	TO	to
open	VB	open
the	DT	the
European	NNP	European
Reconstruction	NNP	Reconstruction
Agency	NNP	Agency
on	IN	on
Monday	NNP	Monday
meant	VBD	mean
that	IN	that
I	PRP	i
could	MD	could
not	RB	not
take	VB	take
part	NN	part
myself	PRP	myself
in	IN	in
that	DT	that
trip	NN	trip
to	TO	to
the	DT	the
Middle	NNP	Middle
East	NNP	East
,	,	,
even	RB	even
though	RB	though
,	,	,
as	IN	as
I	PRP	i
mentioned	VBD	mention
earlier	RBR	earlier
in	IN	in
the	DT	the
day	NN	day
-	:	-
which	WDT	which
is	VBZ	be
another	DT	another
story	NN	story
-	:	-
events	NNS	event
conspired	VBD	conspire
to	TO	to
maroon	VB	maroon
me	PRP	me
at	IN	at
Munich	NNP	Munich
airport	NN	airport
rather	RB	rather
than	IN	than
transport	VB	transport
me	PRP	me
to	TO	to
Thessaloniki	NNP	Thessaloniki
.	.	.

Such	JJ	such
is	VBZ	be
life	NN	life
.	.	.

<P>	RB	<unknown>
I	PRP	i
hope	VBP	hope
that	IN	that
honourable	JJ	honourable
Members	NNS	member
will	MD	will
excuse	VB	excuse
me	PRP	me
if	IN	if
I	PRP	i
am	VBP	be
not	RB	not
able	JJ	able
to	TO	to
stay	VB	stay
to	TO	to
the	DT	the
end	NN	end
of	IN	of
the	DT	the
debate	NN	debate
as	IN	as
I	PRP	i
would	MD	would
,	,	,
in	IN	in
all	DT	all
normal	JJ	normal
circumstances	NNS	circumstance
,	,	,
wish	VB	wish
to	TO	to
do	VB	do
.	.	.

The	DT	the
debate	NN	debate
was	VBD	be
fixed	VBN	fix
for	IN	for
this	DT	this
morning	NN	morning
and	CC	and
on	IN	on
that	DT	that
basis	NN	basis
I	PRP	i
had	VBD	have
arranged	VBN	arrange
to	TO	to
see	VB	see
visitors	NNS	visitor
from	IN	from
the	DT	the
Balkans	NNPS	Balkan
this	DT	this
evening	NN	evening
.	.	.

So	IN	so
I	PRP	i
hope	VBP	hope
I	PRP	i
can	MD	can
count	VB	count
on	IN	on
the	DT	the
understanding	NN	understanding
of	IN	of
the	DT	the
House	NNP	House
on	IN	on
this	DT	this
occasion	NN	occasion
.	.	.

It	PRP	it
is	VBZ	be
not	RB	not
something	NN	something
,	,	,
I	PRP	i
assure	VBP	assure
you	PRP	you
,	,	,
which	WDT	which
I	PRP	i
would	MD	would
wish	VB	wish
to	TO	to
make	VB	make
a	DT	a
practice	NN	practice
of	IN	of
.	.	.

<P>	FW	<unknown>
Like	IN	like
honourable	JJ	honourable
Members	NNS	member
,	,	,
I	PRP	i
welcome	VBP	welcome
the	DT	the
United	NNP	United
States	NNP	States
'	POS	'
efforts	NNS	effort
that	WDT	that
have	VBP	have
relaunched	VBN	relaunch
the	DT	the
Syrian/Israeli	NNP	Syrian/Israeli
negotiations	NNS	negotiation
,	,	,
despite	IN	despite
the	DT	the
Syrian	JJ	Syrian
decision	NN	decision
that	IN	that
they	PRP	they
needed	VBD	need
more	JJR	more
time	NN	time
before	IN	before
resuming	VBG	resume
the	DT	the
talks	NNS	talk
that	WDT	that
were	VBD	be
scheduled	VBN	schedule
to	TO	to
start	VB	start
again	RB	again
today	NN	today
.	.	.

There	EX	there
is	VBZ	be
reasonable	JJ	reasonable
hope	NN	hope
that	IN	that
a	DT	a
basis	NN	basis
for	IN	for
a	DT	a
peace	NN	peace
agreement	NN	agreement
can	MD	can
be	VB	be
built	VBN	build
in	IN	in
the	DT	the
near	JJ	near
future	NN	future
.	.	.

I	PRP	i
also	RB	also
hope	VBP	hope
that	DT	that
progress	NN	progress
in	IN	in
the	DT	the
Syrian	JJ	Syrian
track	NN	track
will	MD	will
pave	VB	pave
the	DT	the
way	NN	way
for	IN	for
an	DT	an
early	JJ	early
resumption	NN	resumption
of	IN	of
Lebanese/Israeli	NNP	Lebanese/Israeli
talks	NNS	talk
which	WDT	which
could	MD	could
then	RB	then
advance	VB	advance
in	IN	in
parallel	NN	parallel
towards	IN	towards
an	DT	an
overall	JJ	overall
deal	NN	deal
on	IN	on
Israel	NNP	Israel
's	POS	's
